,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,total_minutes,total_calls,total_charge
1995,118,510,no,yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,741.6000000000001,341,78.37
2823,87,415,no,no,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,535.4,269,60.1
454,97,408,no,no,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,764.1,327,79.89
2549,79,408,yes,no,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,671.1,373,57.81000000000001
2033,162,408,no,no,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,757.6999999999998,227,74.8
1854,80,415,no,no,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,644.2,327,61.89000000000001
2010,89,408,no,no,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,479.1,367,45.24
3267,115,415,no,no,0,200.2,92,34.03,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38,1,644.8,298,65.82
1231,105,408,no,no,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,684.6999999999998,273,75.71
963,142,415,no,yes,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,600.5999999999998,260,55.34
3150,34,415,no,yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,610.7,351,58.78000000000001
1251,87,415,no,no,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,593.8,323,56.88
3122,3,415,no,no,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,573.3000000000002,341,60.24
850,166,408,no,no,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,584.1999999999998,343,65.14
196,78,415,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,603.1,368,55.32999999999999
2986,89,415,no,yes,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,551.7,347,56.75
923,1,415,no,no,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,489.8,255,47.74999999999999
961,97,408,no,no,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,693.0,245,72.14
1016,41,415,no,no,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,499.0,338,48.43
3002,177,415,no,no,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,724.9,236,76.89
2375,51,510,no,no,0,51.8,107,8.81,230.2,104,19.57,227.5,118,10.24,10.4,4,2.81,2,519.9,333,41.43000000000001
3290,127,510,no,no,0,107.9,128,18.34,187.0,77,15.9,218.5,95,9.83,0.0,0,0.0,0,513.4,300,44.07
486,102,510,yes,no,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,615.0999999999998,343,68.66
3200,100,510,yes,no,0,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,359.9,341,35.24999999999999
2205,110,415,no,no,0,151.8,106,25.81,138.0,126,11.73,233.5,112,10.51,11.2,8,3.02,3,534.5,352,51.07
2764,123,510,no,yes,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,764.6,304,78.99
2491,138,415,no,no,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2,578.9,333,49.88999999999999
2972,147,415,no,yes,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,560.6,327,57.8
2781,109,415,no,no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,665.5,246,66.57000000000001
1616,67,415,no,no,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,636.6999999999998,312,60.51
281,81,415,no,no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,613.0,278,63.17
2226,120,415,no,no,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,512.7,323,51.08999999999999
1049,79,510,no,no,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,564.3,290,52.28
220,81,415,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,560.6,319,57.02
1189,87,408,no,yes,28,143.5,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,5,3.02,0,553.6,327,54.31
1408,232,408,no,no,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,491.6,299,53.31
3174,36,408,no,yes,43,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,493.5,351,33.04
1512,22,408,no,yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,490.8,295,56.790000000000006
3115,102,408,no,no,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,607.2,313,66.89
2973,95,510,no,no,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,481.2,324,39.35
1824,138,510,no,yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,625.3,304,64.13
681,107,415,no,no,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,546.9,269,48.42
2069,53,408,no,no,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,697.8,338,76.29
804,72,415,no,no,0,253.0,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,692.9,244,73.79
1473,86,415,yes,no,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1,664.9,319,72.78
588,101,408,no,no,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,533.4,301,48.66
3098,93,415,no,no,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,548.9,381,57.52
2187,167,415,no,no,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,571.4,300,56.58000000000001
1793,97,415,no,no,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,714.8999999999999,319,65.25
201,62,408,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,766.7,326,72.94
1391,86,510,no,yes,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,588.6,368,55.88
3256,115,408,no,no,0,268.0,115,45.56,153.6,106,13.06,232.3,65,10.45,17.0,1,4.59,3,670.9000000000002,287,73.66000000000003
3010,185,408,no,no,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,467.6,293,42.26
2677,44,415,no,no,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,665.4,302,76.19
2680,122,510,no,yes,28,166.0,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,577.7,237,57.82999999999999
1316,10,510,no,no,0,183.0,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,612.9000000000002,259,61.01000000000001
261,151,408,no,no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,516.9,262,49.27
3259,127,510,no,no,0,134.9,79,22.93,221.5,114,18.83,113.8,118,5.12,15.0,2,4.05,1,485.2,313,50.92999999999999
3299,73,408,no,no,0,187.8,95,31.93,149.2,143,12.68,201.4,113,9.06,11.0,4,2.97,2,549.4,355,56.64
2144,164,415,no,no,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,471.9,243,46.31
260,24,510,no,yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,612.1000000000001,279,58.03
1078,80,408,no,no,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,713.8,339,82.8
3171,100,408,no,no,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1,654.6000000000001,330,64.93
2059,94,408,no,no,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,729.5,311,76.22
373,32,415,no,no,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4.0,2,576.8,304,59.09
391,35,415,no,no,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,585.6,338,51.84
3072,75,415,no,no,0,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0,737.0,342,80.74
3011,103,415,no,yes,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,650.6999999999998,299,60.53
2314,43,408,no,yes,35,200.2,105,34.03,244.4,88,20.77,207.2,97,9.32,11.6,4,3.13,3,663.4,294,67.25
1,107,415,no,yes,26,161.6,123,27.47,195.5,103,16.62,254.4,103,11.45,13.7,3,3.7,1,625.2,332,59.24000000000001
659,139,415,no,no,0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,1,445.8,268,45.77
379,127,415,no,no,0,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,621.5999999999998,313,63.56000000000001
1849,119,408,no,no,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,677.1,301,75.86
2437,105,415,no,yes,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,688.3999999999999,332,56.51
2206,67,408,no,no,0,176.2,120,29.95,236.0,138,20.06,152.5,104,6.86,10.6,4,2.86,1,575.3000000000002,366,59.73
2930,124,415,no,no,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,438.4,370,48.51
1650,91,408,no,yes,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,602.8000000000002,292,72.02999999999999
1266,42,415,no,no,0,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9.0,3,2.43,0,486.2,303,49.90000000000001
1768,115,510,yes,no,0,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,532.6999999999998,336,50.47
2076,95,408,yes,no,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,702.7,327,72.73
3210,93,510,yes,no,0,168.4,114,28.63,276.0,127,23.46,196.2,48,8.83,11.4,3,3.08,1,651.9999999999999,292,64.0
1452,77,510,no,no,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,560.9,327,52.17
2937,96,415,no,yes,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,454.7,366,45.3
366,112,415,no,no,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,595.1,337,63.56
1760,66,415,no,no,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,706.9,312,68.83
983,92,510,no,no,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1,667.3,332,67.59
2131,52,408,no,yes,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,599.5,266,54.94
2228,80,510,no,no,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,581.9,260,62.01
1729,111,415,no,yes,36,96.8,123,16.46,170.6,105,14.5,166.0,85,7.47,13.4,4,3.62,2,446.8,317,42.05
3113,108,415,no,no,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2,755.9000000000002,311,82.45
2065,113,415,no,no,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,583.7,249,61.74999999999999
3075,181,510,no,yes,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,618.5,240,56.05
2169,156,415,no,no,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,621.0,269,60.040000000000006
2094,141,415,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,536.1,286,56.92999999999999
2966,177,408,no,no,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,614.6,289,64.39999999999999
567,85,510,yes,no,0,216.0,73,36.72,188.2,117,16.0,147.1,98,6.62,3.6,7,0.97,2,554.9,295,60.31
1945,107,415,no,no,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,603.5999999999998,236,68.17999999999999
442,59,510,no,yes,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,492.7,302,49.19000000000001
2648,131,415,no,yes,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,714.7,339,65.84
1921,136,415,no,no,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,450.1,329,43.2
230,93,408,yes,no,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,669.5,285,76.66999999999999
2455,129,408,no,no,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,515.2,374,47.42
1120,107,415,no,no,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,481.8,347,50.55
1125,111,408,no,no,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,507.4,284,48.42
326,121,408,no,yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,486.69999999999993,210,41.42
2081,82,408,no,no,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,546.1,323,49.87
1665,106,415,no,yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,448.7,340,52.57000000000001
1723,80,510,no,no,0,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,10.9,7,2.94,2,678.4,280,62.75999999999999
2378,112,510,no,no,0,206.2,122,35.05,164.5,94,13.98,140.3,101,6.31,12.6,7,3.4,3,523.6,324,58.74
641,74,408,no,no,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1,582.0999999999998,331,57.0
1838,1,408,no,yes,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,578.8000000000002,381,61.28
2323,31,510,no,no,0,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1,579.0,257,56.72
418,128,408,no,yes,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16.0,6,4.32,1,592.4000000000002,239,55.84
447,55,510,no,no,0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,620.9,348,70.7
2899,80,408,no,yes,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,665.6,342,64.86
1031,87,415,no,no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,490.9,285,48.44
1626,149,510,no,no,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,528.4000000000002,284,59.55
1615,74,408,no,no,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,658.1999999999998,211,59.49
2611,135,510,no,no,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,528.7,282,53.9
2970,90,415,no,yes,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,584.8,304,52.59
2923,110,510,no,no,0,99.4,62,16.9,275.0,86,23.38,212.1,94,9.54,16.7,3,4.51,2,603.2,245,54.33
2244,148,510,no,no,0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,678.5,276,70.72
1440,136,408,no,no,0,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5.0,10,1.35,1,485.6,291,50.41
1571,179,408,no,no,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,596.2,304,64.09
282,48,415,no,yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,527.9000000000002,280,59.35
40,98,408,no,no,0,126.3,102,21.47,166.8,85,14.18,187.8,135,8.45,9.4,2,2.54,3,490.3,324,46.63999999999999
2507,43,408,no,no,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,541.4,322,50.7
3018,105,415,no,no,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,536.3000000000002,349,52.05
3025,123,415,no,yes,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,414.00000000000006,285,50.04
570,51,510,no,no,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,575.8999999999999,316,58.8
380,137,510,no,no,0,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3,666.4000000000002,263,71.21
1272,81,408,no,no,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,617.2,284,60.22
875,132,415,no,yes,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,557.9,328,56.31
1430,48,415,no,yes,34,198.0,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,697.2,266,68.78
2654,66,510,no,no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,672.8999999999999,283,65.65
1993,86,510,no,no,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,4.5,3,1.22,0,701.1,286,70.26
2460,119,415,no,no,0,109.2,96,18.56,153.1,80,13.01,240.0,102,10.8,9.8,5,2.65,2,512.1,283,45.02
298,113,415,no,no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,647.9,346,66.33000000000001
254,97,415,yes,no,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,605.9,283,58.6
3291,119,510,yes,yes,22,172.1,119,29.26,223.6,133,19.01,150.0,94,6.75,13.9,20,3.75,1,559.6,366,58.77
307,122,408,no,no,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,656.5,298,77.76
2245,65,415,no,yes,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,514.5,302,58.55
1822,127,408,no,no,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,516.4,298,52.31
1211,94,408,no,no,0,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,630.8000000000002,294,61.55
1960,38,510,no,no,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,375.4,274,40.61
498,75,408,yes,no,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,502.5,247,55.44000000000001
1001,140,415,no,no,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,561.9,303,49.55
863,45,408,no,no,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,590.4999999999999,303,61.42
2343,120,408,yes,no,0,179.9,72,30.58,170.0,98,14.45,190.6,89,8.58,13.8,2,3.73,1,554.3,261,57.34
709,139,510,no,no,0,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2,563.2,259,59.02
449,79,510,no,yes,21,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,646.8,292,71.67
1956,107,510,no,yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,578.3000000000002,257,62.0
2405,92,415,no,yes,29,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1,541.3,364,59.11
2353,101,415,yes,no,0,133.5,51,22.7,219.6,96,18.67,210.0,74,9.45,11.7,4,3.16,1,574.8000000000002,225,53.98
1613,95,415,no,no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,604.5999999999998,314,61.7
1663,191,408,no,no,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,624.5,314,60.45
3085,190,415,yes,no,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3,588.0999999999998,267,51.62000000000001
1881,76,415,no,no,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,752.3000000000002,299,79.13
2358,71,415,no,no,0,104.0,92,17.68,197.0,125,16.75,110.1,123,4.95,14.6,8,3.94,0,425.7000000000001,348,43.32
1237,56,510,no,no,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,492.1,286,50.11
1357,97,408,no,no,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,540.3,259,55.05
634,36,408,no,no,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,719.5999999999998,324,66.03
1554,169,415,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,606.8,271,65.24
2350,176,415,no,no,0,169.5,151,28.82,112.9,84,9.6,56.6,99,2.55,8.7,4,2.35,0,347.7,338,43.32
2318,106,510,no,no,0,194.8,133,33.12,213.4,73,18.14,190.8,92,8.59,11.5,7,3.11,0,610.5,305,62.96
3315,149,415,no,yes,18,148.5,106,25.25,114.5,106,9.73,178.3,98,8.02,6.5,4,1.76,0,447.8,314,44.76
1133,64,408,no,no,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,541.3,301,52.24
2932,97,415,no,no,0,209.2,134,35.56,0.0,0,0.0,175.4,94,7.89,11.8,6,3.19,1,396.4,234,46.64
937,76,415,no,no,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,562.8000000000002,294,60.8
1405,125,510,no,no,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,473.3,316,44.7
2287,37,510,no,no,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,632.9,309,70.13
2475,1,408,no,no,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,562.6999999999998,265,54.47
412,85,415,no,no,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,676.3000000000002,275,73.83
2860,81,415,no,no,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,661.3999999999999,264,63.52
569,133,408,yes,yes,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,670.3,348,71.86999999999998
2593,93,408,no,no,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,545.8,321,54.49999999999999
924,60,408,no,no,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,553.1999999999998,326,51.83
3020,127,415,no,yes,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,564.8,251,59.02
3182,109,415,no,no,0,180.0,100,30.6,229.0,103,19.47,139.4,105,6.27,7.8,8,2.11,3,556.1999999999998,316,58.45
2650,104,415,no,no,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,523.3000000000002,260,50.6
2266,144,510,no,yes,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10.0,4,2.7,1,570.5,294,64.29
1618,71,415,no,yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,576.9,329,59.91
1029,116,510,no,no,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,675.9,312,68.61999999999999
1950,52,415,no,no,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,471.5,302,47.5
3119,83,408,no,no,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,525.0,353,47.34
628,97,415,no,no,0,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,489.0,309,46.26
1245,122,415,no,no,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,570.8000000000002,380,54.97000000000001
1998,85,415,no,no,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,471.9,283,43.26
582,104,415,no,no,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,499.2,324,51.61000000000001
165,92,415,no,yes,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,697.6999999999998,290,73.05999999999997
2012,134,408,no,no,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,474.1,310,50.63
2463,146,415,no,yes,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,596.0,265,58.63
3236,121,408,no,yes,34,245.0,95,41.65,216.9,66,18.44,112.4,125,5.06,7.5,8,2.03,0,581.8,294,67.18
768,74,415,no,no,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,9.7,2,2.62,3,621.4000000000002,274,67.93
2289,98,415,yes,yes,23,245.5,54,41.74,292.7,83,24.88,184.0,90,8.28,10.8,7,2.92,1,733.0,234,77.82000000000002
630,140,408,no,no,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,604.7,303,61.53
953,132,415,no,yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,597.0,308,58.25
135,91,510,yes,no,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,561.6000000000001,328,50.95
227,126,408,no,yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,461.9,303,53.8
3099,102,408,no,no,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,566.4,324,55.83
1426,86,415,no,yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,627.8999999999999,306,53.49
2690,36,415,no,no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,698.5999999999998,318,70.28
1289,129,408,no,no,0,98.0,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,604.0,288,51.43000000000001
687,108,510,no,no,0,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,616.0,342,61.96999999999999
1529,197,510,no,no,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,564.2,301,53.99
904,61,415,no,no,0,260.0,123,44.2,210.5,127,17.89,234.7,70,10.56,9.0,3,2.43,1,714.2,323,75.08000000000001
